Reference_name,Ubump_inst,X_origin,Y_origin,Orientation,Port_name,Net_name
UBUMP,ve_vss_50,12,934.78,R0,vss,vss
UBUMP,ve_vss_51,75.64,934.78,R0,vss,vss
UBUMP,ve_vccio_20,139.28,934.78,R0,vccio,vccio
UBUMP,ve_vccio_21,202.92,934.78,R0,vccio,vccio
UBUMP,ve_vss_52,266.56,934.78,R0,vss,vss
UBUMP,ve_vccio_22,330.2,934.78,R0,vccio,vccio
UBUMP,ve_vss_53,43.82,966.6,R0,vss,vss
UBUMP,ve_vss_54,107.46,966.6,R0,vss,vss
UBUMP,ve_vss_55,171.1,966.6,R0,vss,vss
UBUMP,ve_vss_56,234.74,966.6,R0,vss,vss
UBUMP,ve_vss_57,298.38,966.6,R0,vss,vss
UBUMP,ve_vss_58,362.02,966.6,R0,vss,vss
UBUMP,ve_vss_59,12,998.42,R0,vss,vss
UBUMP,ve_vss_60,75.64,998.42,R0,vss,vss
UBUMP,ve_vss_61,139.28,998.42,R0,vss,vss
UBUMP,ve_vss_62,202.92,998.42,R0,vss,vss
UBUMP,ve_vss_63,266.56,998.42,R0,vss,vss
UBUMP,ve_vddc_1,330.2,998.42,R0,vddc,vddc
UBUMP,ve_vss_64,43.82,1030.24,R0,vss,vss
UBUMP,ve_vccio_23,107.46,1030.24,R0,vccio,vccio
UBUMP,ve_vccio_24,171.1,1030.24,R0,vccio,vccio
UBUMP,ve_vccio_25,234.74,1030.24,R0,vccio,vccio
UBUMP,ve_vccio_26,298.38,1030.24,R0,vccio,vccio
UBUMP,ve_vss_65,362.02,1030.24,R0,vss,vss
UBUMP,ve_vss_66,12,1062.06,R0,vss,vss
UBUMP,ve_vss_67,75.64,1062.06,R0,vss,vss
UBUMP,ve_vss_68,139.28,1062.06,R0,vss,vss
UBUMP,ve_vss_69,202.92,1062.06,R0,vss,vss
UBUMP,ve_vss_70,266.56,1062.06,R0,vss,vss
UBUMP,ve_vss_71,330.2,1062.06,R0,vss,vss
UBUMP,ve_vccio_27,43.82,1093.88,R0,vccio,vccio
UBUMP,ve_vccio_28,107.46,1093.88,R0,vccio,vccio
UBUMP,ve_vccio_29,171.1,1093.88,R0,vccio,vccio
UBUMP,ve_vccio_30,234.74,1093.88,R0,vccio,vccio
UBUMP,ve_vccio_31,298.38,1093.88,R0,vccio,vccio
UBUMP,ve_vss_72,362.02,1093.88,R0,vss,vss
UBUMP,ve_vss_73,12,1125.7,R0,vss,vss
UBUMP,ve_vss_74,75.64,1125.7,R0,vss,vss
UBUMP,ve_vss_75,139.28,1125.7,R0,vss,vss
UBUMP,ve_vss_76,202.92,1125.7,R0,vss,vss
UBUMP,ve_vss_77,266.56,1125.7,R0,vss,vss
UBUMP,ve_vdd1p8_0,330.2,1125.7,R0,vdd1p8,vdd1p8
UBUMP,ve_vccio_32,43.82,1157.52,R0,vccio,vccio
UBUMP,ve_vccio_33,107.46,1157.52,R0,vccio,vccio
UBUMP,ve_vccio_34,171.1,1157.52,R0,vccio,vccio
UBUMP,ve_vccio_35,234.74,1157.52,R0,vccio,vccio
UBUMP,ve_vccio_36,298.38,1157.52,R0,vccio,vccio
UBUMP,ve_vss_78,362.02,1157.52,R0,vss,vss
UBUMP,ve_vss_79,12,1189.34,R0,vss,vss
UBUMP,ve_vss_80,75.64,1189.34,R0,vss,vss
UBUMP,ve_vss_81,139.28,1189.34,R0,vss,vss
UBUMP,ve_vss_82,202.92,1189.34,R0,vss,vss
UBUMP,ve_vss_83,266.56,1189.34,R0,vss,vss
UBUMP,ve_tap_tck,330.2,1189.34,R0,ve_tap_tck,ve_tap_tck
UBUMP,ve_vccio_37,43.82,1221.16,R0,vccio,vccio
UBUMP,ve_vccio_38,107.46,1221.16,R0,vccio,vccio
UBUMP,ve_vccio_39,171.1,1221.16,R0,vccio,vccio
UBUMP,ve_vccio_40,234.74,1221.16,R0,vccio,vccio
UBUMP,ve_vccio_41,298.38,1221.16,R0,vccio,vccio
UBUMP,ve_vss_84,362.02,1221.16,R0,vss,vss
UBUMP,ve_vss_85,12,1252.98,R0,vss,vss
UBUMP,ve_vss_86,75.64,1252.98,R0,vss,vss
UBUMP,ve_vss_87,139.28,1252.98,R0,vss,vss
UBUMP,ve_vss_88,202.92,1252.98,R0,vss,vss
UBUMP,ve_vss_89,266.56,1252.98,R0,vss,vss
UBUMP,ve_tap_rst,330.2,1252.98,R0,ve_tap_rst,ve_tap_rst
UBUMP,ve_vccio_42,43.82,1284.8,R0,vccio,vccio
UBUMP,ve_vccio_43,107.46,1284.8,R0,vccio,vccio
UBUMP,ve_vccio_44,171.1,1284.8,R0,vccio,vccio
UBUMP,ve_vccio_45,234.74,1284.8,R0,vccio,vccio
UBUMP,ve_vccio_46,298.38,1284.8,R0,vccio,vccio
UBUMP,ve_vss_90,362.02,1284.8,R0,vss,vss
UBUMP,ve_vss_91,12,1316.62,R0,vss,vss
UBUMP,ve_vss_92,75.64,1316.62,R0,vss,vss
UBUMP,ve_vss_93,139.28,1316.62,R0,vss,vss
UBUMP,ve_vss_94,202.92,1316.62,R0,vss,vss
UBUMP,ve_vss_95,266.56,1316.62,R0,vss,vss
UBUMP,ve_tap_tdi,330.2,1316.62,R0,ve_tap_tdi,ve_tap_tdi
UBUMP,ve_vccio_47,43.82,1348.44,R0,vccio,vccio
UBUMP,ve_vccio_48,107.46,1348.44,R0,vccio,vccio
UBUMP,ve_vccio_49,171.1,1348.44,R0,vccio,vccio
UBUMP,ve_vccio_50,234.74,1348.44,R0,vccio,vccio
UBUMP,ve_vccio_51,298.38,1348.44,R0,vccio,vccio
UBUMP,ve_vss_96,362.02,1348.44,R0,vss,vss
UBUMP,ve_vss_97,12,1380.26,R0,vss,vss
UBUMP,ve_vss_98,75.64,1380.26,R0,vss,vss
UBUMP,ve_vss_99,139.28,1380.26,R0,vss,vss
UBUMP,ve_vss_100,202.92,1380.26,R0,vss,vss
UBUMP,ve_vss_101,266.56,1380.26,R0,vss,vss
UBUMP,ve_tap_tms,330.2,1380.26,R0,ve_tap_tms,ve_tap_tms
UBUMP,ve_vccio_52,43.82,1412.08,R0,vccio,vccio
UBUMP,ve_vccio_53,107.46,1412.08,R0,vccio,vccio
UBUMP,ve_vccio_54,171.1,1412.08,R0,vccio,vccio
UBUMP,ve_vccio_55,234.74,1412.08,R0,vccio,vccio
UBUMP,ve_vccio_56,298.38,1412.08,R0,vccio,vccio
UBUMP,ve_vss_102,362.02,1412.08,R0,vss,vss
UBUMP,ve_vss_103,12,1443.9,R0,vss,vss
UBUMP,ve_vss_104,75.64,1443.9,R0,vss,vss
UBUMP,ve_vss_105,139.28,1443.9,R0,vss,vss
UBUMP,ve_vss_106,202.92,1443.9,R0,vss,vss
UBUMP,ve_vss_107,266.56,1443.9,R0,vss,vss
UBUMP,ve_tap_tdo,330.2,1443.9,R0,ve_tap_tdo,ve_tap_tdo
UBUMP,ve_vccio_57,43.82,1475.72,R0,vccio,vccio
UBUMP,ve_vccio_58,107.46,1475.72,R0,vccio,vccio
UBUMP,ve_vccio_59,171.1,1475.72,R0,vccio,vccio
UBUMP,ve_vccio_60,234.74,1475.72,R0,vccio,vccio
UBUMP,ve_vccio_61,298.38,1475.72,R0,vccio,vccio
UBUMP,ve_vss_108,362.02,1475.72,R0,vss,vss
UBUMP,ve_vss_109,12,1507.54,R0,vss,vss
UBUMP,ve_vss_110,75.64,1507.54,R0,vss,vss
UBUMP,ve_vss_111,139.28,1507.54,R0,vss,vss
UBUMP,ve_vss_112,202.92,1507.54,R0,vss,vss
UBUMP,ve_vss_113,266.56,1507.54,R0,vss,vss
UBUMP,ve_vddc_2,330.2,1507.54,R0,vddc,vddc
UBUMP,ve_vccio_62,43.82,1539.36,R0,vccio,vccio
UBUMP,ve_vccio_63,107.46,1539.36,R0,vccio,vccio
UBUMP,ve_vccio_64,171.1,1539.36,R0,vccio,vccio
UBUMP,ve_vccio_65,234.74,1539.36,R0,vccio,vccio
UBUMP,ve_vccio_66,298.38,1539.36,R0,vccio,vccio
UBUMP,ve_vss_114,362.02,1539.36,R0,vss,vss
UBUMP,ve_vss_115,12,1571.18,R0,vss,vss
UBUMP,ve_vss_116,75.64,1571.18,R0,vss,vss
UBUMP,ve_vss_117,139.28,1571.18,R0,vss,vss
UBUMP,ve_vss_118,202.92,1571.18,R0,vss,vss
UBUMP,ve_vss_119,266.56,1571.18,R0,vss,vss
UBUMP,ve_vss_120,330.2,1571.18,R0,vss,vss
UBUMP,ve_vccio_67,43.82,1603,R0,vccio,vccio
UBUMP,ve_vccio_68,107.46,1603,R0,vccio,vccio
UBUMP,ve_vccio_69,171.1,1603,R0,vccio,vccio
UBUMP,ve_vccio_70,234.74,1603,R0,vccio,vccio
UBUMP,ve_vccio_71,298.38,1603,R0,vccio,vccio
UBUMP,ve_vss_121,362.02,1603,R0,vss,vss
UBUMP,ve_vss_122,12,1634.82,R0,vss,vss
UBUMP,ve_vss_123,75.64,1634.82,R0,vss,vss
UBUMP,ve_vss_124,139.28,1634.82,R0,vss,vss
UBUMP,ve_vss_125,202.92,1634.82,R0,vss,vss
UBUMP,ve_vss_126,266.56,1634.82,R0,vss,vss
UBUMP,ve_vdd1p8_1,330.2,1634.82,R0,vdd1p8,vdd1p8
UBUMP,ve_vccio_72,43.82,1666.64,R0,vccio,vccio
UBUMP,ve_vccio_73,107.46,1666.64,R0,vccio,vccio
UBUMP,ve_vccio_74,171.1,1666.64,R0,vccio,vccio
UBUMP,ve_vccio_75,234.74,1666.64,R0,vccio,vccio
UBUMP,ve_vccio_76,298.38,1666.64,R0,vccio,vccio
UBUMP,ve_vss_127,362.02,1666.64,R0,vss,vss
UBUMP,ve_vss_128,12,1698.46,R0,vss,vss
UBUMP,ve_vss_129,75.64,1698.46,R0,vss,vss
UBUMP,ve_vss_130,139.28,1698.46,R0,vss,vss
UBUMP,ve_vss_131,202.92,1698.46,R0,vss,vss
UBUMP,ve_vss_132,266.56,1698.46,R0,vss,vss
UBUMP,ve_vccio_77,330.2,1698.46,R0,vccio,vccio
UBUMP,ve_vccio_78,43.82,1730.28,R0,vccio,vccio
UBUMP,ve_vccio_79,107.46,1730.28,R0,vccio,vccio
UBUMP,ve_vccio_80,171.1,1730.28,R0,vccio,vccio
UBUMP,ve_vccio_81,234.74,1730.28,R0,vccio,vccio
UBUMP,ve_vccio_82,298.38,1730.28,R0,vccio,vccio
UBUMP,ve_vss_133,362.02,1730.28,R0,vss,vss
UBUMP,ve_vss_134,12,1762.1,R0,vss,vss
UBUMP,ve_vss_135,75.64,1762.1,R0,vss,vss
UBUMP,ve_vss_136,139.28,1762.1,R0,vss,vss
UBUMP,ve_vss_137,202.92,1762.1,R0,vss,vss
UBUMP,ve_vss_138,266.56,1762.1,R0,vss,vss
UBUMP,ve_vccio_83,330.2,1762.1,R0,vccio,vccio
UBUMP,ve_vccio_84,43.82,1793.92,R0,vccio,vccio
UBUMP,ve_vccio_85,107.46,1793.92,R0,vccio,vccio
UBUMP,ve_vccio_86,171.1,1793.92,R0,vccio,vccio
UBUMP,ve_vccio_87,234.74,1793.92,R0,vccio,vccio
UBUMP,ve_vccio_88,298.38,1793.92,R0,vccio,vccio
UBUMP,ve_vss_139,362.02,1793.92,R0,vss,vss
UBUMP,ve_vss_140,12,1825.74,R0,vss,vss
UBUMP,ve_vss_141,75.64,1825.74,R0,vss,vss
UBUMP,ve_vss_142,139.28,1825.74,R0,vss,vss
UBUMP,ve_vss_143,202.92,1825.74,R0,vss,vss
UBUMP,ve_vss_144,266.56,1825.74,R0,vss,vss
UBUMP,ve_vccio_89,330.2,1825.74,R0,vccio,vccio
UBUMP,ve_vccio_90,43.82,1857.56,R0,vccio,vccio
UBUMP,ve_vccio_91,107.46,1857.56,R0,vccio,vccio
UBUMP,ve_vccio_92,171.1,1857.56,R0,vccio,vccio
UBUMP,ve_vccio_93,234.74,1857.56,R0,vccio,vccio
UBUMP,ve_vccio_94,298.38,1857.56,R0,vccio,vccio
UBUMP,ve_vss_145,362.02,1857.56,R0,vss,vss
UBUMP,ve_vss_146,12,1889.38,R0,vss,vss
UBUMP,ve_vss_147,75.64,1889.38,R0,vss,vss
UBUMP,ve_vss_148,139.28,1889.38,R0,vss,vss
UBUMP,ve_vss_149,202.92,1889.38,R0,vss,vss
UBUMP,ve_vss_150,266.56,1889.38,R0,vss,vss
UBUMP,ve_vccio_95,330.2,1889.38,R0,vccio,vccio
UBUMP,ve_vccio_96,43.82,1921.2,R0,vccio,vccio
UBUMP,ve_vccio_97,107.46,1921.2,R0,vccio,vccio
UBUMP,ve_vccio_98,171.1,1921.2,R0,vccio,vccio
UBUMP,ve_vccio_99,234.74,1921.2,R0,vccio,vccio
UBUMP,ve_vccio_100,298.38,1921.2,R0,vccio,vccio
UBUMP,ve_vss_151,362.02,1921.2,R0,vss,vss
UBUMP,ve_vss_152,12,1953.02,R0,vss,vss
UBUMP,ve_vss_153,75.64,1953.02,R0,vss,vss
UBUMP,ve_vss_154,139.28,1953.02,R0,vss,vss
UBUMP,ve_vss_155,202.92,1953.02,R0,vss,vss
UBUMP,ve_vss_156,266.56,1953.02,R0,vss,vss
UBUMP,ve_vccio_101,330.2,1953.02,R0,vccio,vccio
UBUMP,ve_vccio_102,43.82,1984.84,R0,vccio,vccio
UBUMP,ve_vccio_103,107.46,1984.84,R0,vccio,vccio
UBUMP,ve_vccio_104,171.1,1984.84,R0,vccio,vccio
UBUMP,ve_vccio_105,234.74,1984.84,R0,vccio,vccio
UBUMP,ve_vccio_106,298.38,1984.84,R0,vccio,vccio
UBUMP,ve_vss_157,362.02,1984.84,R0,vss,vss
UBUMP,ve_vss_158,12,2016.66,R0,vss,vss
UBUMP,ve_vss_159,75.64,2016.66,R0,vss,vss
UBUMP,ve_vss_160,139.28,2016.66,R0,vss,vss
UBUMP,ve_vss_161,202.92,2016.66,R0,vss,vss
UBUMP,ve_vss_162,266.56,2016.66,R0,vss,vss
UBUMP,ve_vccio_107,330.2,2016.66,R0,vccio,vccio
UBUMP,ve_vccio_108,43.82,2048.48,R0,vccio,vccio
UBUMP,ve_vccio_109,107.46,2048.48,R0,vccio,vccio
UBUMP,ve_vccio_110,171.1,2048.48,R0,vccio,vccio
UBUMP,ve_vccio_111,234.74,2048.48,R0,vccio,vccio
UBUMP,ve_vccio_112,298.38,2048.48,R0,vccio,vccio
UBUMP,ve_vss_163,362.02,2048.48,R0,vss,vss
UBUMP,ve_vss_164,12,2080.3,R0,vss,vss
UBUMP,ve_vss_165,75.64,2080.3,R0,vss,vss
UBUMP,ve_vss_166,139.28,2080.3,R0,vss,vss
UBUMP,ve_vss_167,202.92,2080.3,R0,vss,vss
UBUMP,ve_vss_168,266.56,2080.3,R0,vss,vss
UBUMP,ve_vccio_113,330.2,2080.3,R0,vccio,vccio
UBUMP,ve_vccio_114,43.82,2112.12,R0,vccio,vccio
UBUMP,ve_vccio_115,107.46,2112.12,R0,vccio,vccio
UBUMP,ve_vccio_116,171.1,2112.12,R0,vccio,vccio
UBUMP,ve_vccio_117,234.74,2112.12,R0,vccio,vccio
UBUMP,ve_vccio_118,298.38,2112.12,R0,vccio,vccio
UBUMP,ve_vss_169,362.02,2112.12,R0,vss,vss
UBUMP,ve_vccio_119,12,2143.94,R0,vccio,vccio
UBUMP,ve_vccio_120,75.64,2143.94,R0,vccio,vccio
UBUMP,ve_vss_170,139.28,2143.94,R0,vss,vss
UBUMP,ve_vccio_121,202.92,2143.94,R0,vccio,vccio
UBUMP,ve_vss_171,266.56,2143.94,R0,vss,vss
UBUMP,ve_vss_172,330.2,2143.94,R0,vss,vss
UBUMP,ve_vccio_122,43.82,2175.76,R0,vccio,vccio
UBUMP,ve_vss_173,107.46,2175.76,R0,vss,vss
UBUMP,ve_vccio_123,171.1,2175.76,R0,vccio,vccio
UBUMP,ve_vccio_124,234.74,2175.76,R0,vccio,vccio
UBUMP,ve_vccio_125,298.38,2175.76,R0,vccio,vccio
UBUMP,ve_vss_174,362.02,2175.76,R0,vss,vss
UBUMP,ve_pcie_clk,12,2207.58,R0,ve_pcie_clk,ve_pcie_clk
UBUMP,ve_pcie_rst_n,75.64,2207.58,R0,ve_pcie_rst_n,ve_pcie_rst_n
UBUMP,ve_vss_175,139.28,2207.58,R0,vss,vss
UBUMP,ve_vdd1p8_2,202.92,2207.58,R0,vdd1p8,vdd1p8
UBUMP,ve_vccio_126,266.56,2207.58,R0,vccio,vccio
UBUMP,ve_vdd1p8_3,330.2,2207.58,R0,vdd1p8,vdd1p8
UBUMP,ve_pcie_rx_n,43.82,2239.4,R0,ve_pcie_rx_n,ve_pcie_rx_n
UBUMP,ve_pcie_rx_p,107.46,2239.4,R0,ve_pcie_rx_p,ve_pcie_rx_p
UBUMP,ve_pcie_tx_n,171.1,2239.4,R0,ve_pcie_tx_n,ve_pcie_tx_n
UBUMP,ve_pcie_tx_p,234.74,2239.4,R0,ve_pcie_tx_p,ve_pcie_tx_p
UBUMP,ve_vddc_3,298.38,2239.4,R0,vddc,vddc
UBUMP,ve_vss_176,362.02,2239.4,R0,vss,vss
